workflow,quality_level,query_id,budget_factor,baseline_aggregation,budget_baseline,baseline_p95_selected,baseline_p95_min,baseline_p95_max,sla_sec_old,sla_sec_new,p95_single_cloud,p95_greedy,p95_dpgm,p95_mtgp
workflow1,Q1,workflow1_Q1_q0095,1.0,min,mtgp,2869.171480895618,2869.171480895618,3109.0448452031483,4330.281157957373,2869.171480895618,3080.0379624957327,3109.0448452031483,2887.7398413639903,2869.171480895618
workflow1,Q1,workflow1_Q1_q0096,1.0,min,mtgp,2875.9816720297326,2875.9816720297326,3144.287128556294,4321.167326485306,2875.9816720297326,3079.402382203387,3144.287128556294,2899.4536642677153,2875.9816720297326
workflow1,Q1,workflow1_Q1_q0097,1.0,min,mtgp,2579.2212461032827,2579.2212461032827,2823.2337356793937,4004.468885446945,2579.2212461032827,2759.084553749673,2823.2337356793937,2601.2156479073406,2579.2212461032827
workflow1,Q1,workflow1_Q1_q0098,1.0,min,mtgp,2985.374095128642,2985.374095128642,3226.1945590401756,4427.596537136656,2985.374095128642,3185.8204032231492,3226.1945590401756,3010.2049040277466,2985.374095128642
workflow1,Q1,workflow1_Q1_q0099,1.0,min,mtgp,5165.300446945661,5165.300446945661,5685.74092290076,6921.322318702309,5165.300446945661,5625.506496537267,5685.74092290076,5207.56639903633,5165.300446945661
workflow1,Q1,workflow1_Q1_q0100,1.0,min,mtgp,2353.7655255580457,2353.7655255580457,2557.614141079022,3755.168255959405,2353.7655255580457,2525.1315739599995,2557.614141079022,2369.303839787569,2353.7655255580457
workflow1,Q1,workflow1_Q1_q0101,1.0,min,mtgp,7194.548861978989,7194.548861978989,7818.073489951091,9063.601239316302,7194.548861978989,7745.613471472302,7818.073489951091,7252.875659955203,7194.548861978989
workflow1,Q1,workflow1_Q1_q0102,1.0,min,mtgp,6855.785306274161,6855.785306274161,7573.911704734926,8798.905575079845,6855.785306274161,7461.869219892252,7573.911704734926,6904.869181547199,6855.785306274161
workflow1,Q1,workflow1_Q1_q0103,1.0,min,mtgp,3715.7794454630325,3715.7794454630325,4034.5576812789495,5253.57270721924,3715.7794454630325,3994.0880103609566,4034.5576812789495,3746.446699539746,3715.7794454630325
workflow1,Q1,workflow1_Q1_q0104,1.0,min,mtgp,2596.3060830114314,2596.3060830114314,2844.687885357684,4011.516931148176,2596.3060830114314,2771.94891318932,2844.687885357684,2618.396448892442,2596.3060830114314
workflow1,Q1,workflow1_Q1_q0105,1.0,min,mtgp,4131.259110464424,4131.259110464424,4487.5114219486595,5697.510058795886,4131.259110464424,4405.392086646598,4487.5114219486595,4164.137193636075,4131.259110464424
workflow1,Q1,workflow1_Q1_q0106,1.0,min,mtgp,6415.673727493905,6415.673727493905,6966.53721254915,8246.979499594852,6415.673727493905,6925.089473558396,6966.53721254915,6470.63569245245,6415.673727493905
